Nom;Nom alternatiu;Tipus;Continent;Unitat de relleu;País;Cimera;Regió;Altitud;Classificació per alçada;Latitud;Longitud;Descripció;Keywords;
Falso Plata;;cerro;América del Sur;Andes;Argentina;;Cordón del Plata;6.100 m;sis mil;;;Montaña de la cordillera de los Andes, en el Cordón del Plata (Argentina). Conocido como el pico Plata (no confundir con su hermano mayor, el cerro el Plata) o Falso Plata, algunas mediciones estiman su altitud ligeramente por debajo de los 6.000 m.;cordillera,Andes,Cordón,pico,cerro,el Plata,altitud;
Fátima;;pico;América del Sur;Andes;Perú;;Arequipa;5.950 m;cinc mil;16° 12' S;71° 32' O;Cumbre secundaria contigua a la cumbre principal del nevado Chachani, de 5.950 m, y que constituye paso obligado en el ascenso al nevado Chachani por su vía normal.;Cumbre,nevado,nevado,Chachani,paso,ascenso,vía,normal;
Faure;;pico;Antártida;Cordillera Wisconsin;Antártida;;;3.940 m;tres mil;;;Montaña situada en la cordillera Wisconsin (Antártida).;Montaña,cordillera;
Fidtjof Nansen;;monte;Antártida;Montes de la Reina Maud;Antártida;;;4.068 m;quatre mil;;;Máxima elevación de los Montes de la Reina Maud.;elevación,Montes;
Fitz Roy;;cerro;América del Sur;Andes;Argentina, Chile;;Patagonia;3.375 m;tres mil;49° 17' S;73° 5' O;Cerro de 3.375 m de altura, situado en la región de El Chaltén (Argentina), al norte del parque nacional Los Glaciares, en la Patagonia. Su cumbre principal es la de mayor altura de la región del Hielo Patagónico Sur, y está rodeada por una cadena de agujas menores que conforman una figura característica y llamativa. Límite fronterizo entre Chile y Argentina. Su ascensión supone uno de los retos alpinísticos más destacados de todo el mundo tanto por su dificultad técnica como por las extremas condiciones meteorológicas de la región. También se le conoce como cerro Chaltén.;Cerro,altura,región,Glaciares,cumbre,Hielo,cadena,agujas,ascensión,alpinísticos,dificultad;
Flat Top;;pico;Antártida;Cordillera Commonwealth;Antártida;;;4.000 m;quatre mil;;;Montaña situada en la cordillera Commonwealth (Antártida).;Montaña,cordillera;
Forca Estasen;;pico;Europa;Pirineos;España;;;3.028 m;tres mil;;;Pico de 3.028 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Frondella Central;;pico;Europa;Pirineos;España;;;3.055 m;tres mil;;;Pico de 3.055 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Frondella Norte;;pico;Europa;Pirineos;España;;;3.062 m;tres mil;;;Pico de 3.062 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Gabarró;;punta;Europa;Pirineos;España;;;3.115 m;tres mil;;;Pico de 3.115 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Gangapurna;;pico;Asia;Himalaya;Nepal;;;7.455 m;set mil;;;Pico de 7.455 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Gangkhar Puensum;;pico;Asia;Himalaya;Bután, Tíbet;;;7.570 m;set mil;;;Pico de 7.570 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Gardner;;monte;Antártida;Cordillera Oeste Antártica;Antártida;;;4.587 m;quatre mil;;;Montaña situada en la cordillera Oeste Antártica (Antártida).;Montaña,cordillera;
Garmo Negro;;pico;Europa;Pirineos;España;;;3.051 m;tres mil;;;Pico de 3.051 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Garrote;;cerro;América Central;Cordillera Central;Puerto Rico;;Peñuelas (Rucio);1.040 m;mil;;;Cumbre de la Cordillera Central puertorriqueña, situada en el municipio de Peñuelas (Rucio).;Cumbre,Cordillera,Central,Peñuelas;
Gasherbrum I;;pico;Asia;Karakórum;China, Pakistán, India;;;8.068 m;vuit mil;;;Montaña del Karakórum, en el macizo que lleva su nombre, que se eleva al este del glaciar de Baltoro. Es la más alta de cuatro cimas principales. Los primeros alpinistas en llegar a la cima fueron Peter Schoening y Andy Kauffman en 1958. También se le denomina GI.;Montaña,Karakórum,macizo,glaciar,cimas,primeros,primeros,alpinistas;
Gasherbrum II;;pico;Asia;Karakórum;Pakistán, China;;;8.035 m;vuit mil;;;picos de 8.035 m sobre el nivel del mar ubicado en el macizo Gasherbrum, en el Karakórum, en Jammu y Kashmir, al este del glaciar de Baltoro. Se encuentra entre las 14 cumbres de más de 8.000 m de altura (ochomiles) y es, por tanto, una de las montañas más altas de Asia y del mundo. El macizo Gasherbrum alberga además otras tres cumbres principales, entre las que se encuentran el Gasherbrum I y el Hidden Peak. También se le conoce como GII.;picos,macizo,Karakórum,glaciar,cumbres,altura,ochomiles,Gasherbrum I;
Gasherbrum III;;pico;Asia;Karakórum;Pakistán;;Cachemira;7.946 m;set mil;;;Pico de 7.946 m de altura sobre el nivel del mar situado en la cordillera del Karakórum.;Pico,altura,cordillera,Karakórum;
Gasherbrum IV;;pico;Asia;Karakórum;Pakistán;;Cachemira;7.932 m;set mil;;;Pico de 7.932 m de altura sobre el nivel del mar situado en la cordillera del Karakórum.;Pico,altura,cordillera,Karakórum;
Gendarme De Alba;;pico;Europa;Pirineos;España;;;3.054 m;tres mil;;;Pico de 3.054 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Gendarme o Torre De Salenques;;pico;Europa;Pirineos;España;;;3.111 m;tres mil;;;Pico de 3.111 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
General Manuel Belgrano;;cerro;América del Sur;Andes;Argentina;;Andes centrales;6.097 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Gessi;;monte;África;Montañas Ruwenzori;República Democrática del Congo;;;4.715 m;quatre mil;;;Se encuentra al norte del triángulo que forman los montes Stanley, Speke y Baker.;montes,Stanley,Speke,Baker;
Ghent Kangri;;pico;Asia;Karakórum;Pakistán;;Cachemira;7.401 m;set mil;;;Pico de 7.401 m de altura sobre el nivel del mar, situado en la cordillera del Karakórum.;Pico,altura,cordillera,Karakórum;
Giluwe;;monte;Oceanía;Cordillera del Surdinam;Papúa y Nueva Guinea;;;4.367 m;quatre mil;;;Segunda montaña más alta de Papúa y Nueva Guinea, con 4.367 m de altura sobre el nivel del mar, después del monte Wilhelm. Se encuentra en la provincia de las  Tierras Altas del Sur, en plena cordillera Central de Nueva Guinea o cordillera del Surdinam, y es un viejo volcán rodeado de una extensa pradera alpina. Cuenta con dos cumbres: el pico central y otra cumbres situada 2 km al este y de unos 4.300 m de altura. Constituye el volcán más altos del continente de Oceanía y uno de los más altos del mundo.;Segunda,altura,monte,Wilhelm,Tierras,cordillera,Central,volcán,pradera,alpina,cumbres,pico,altos,continente;
Gimmigela;;pico;Asia;Himalaya;Nepal, India;;;7.350 m;set mil;;;Pico de 7.350 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya. Es también conocido como The Twins.;Pico,altura,cordillera,Himalaya;
Gordo;;cerro;América del Norte;Sierra Madre Occidental;México;;Durango;3.352 m;tres mil;;;Montaña más alta del estado de Durango (México).;Montaña;
Gourdon;;pico;Europa;Pirineos;España;;;3.034 m;tres mil;;;Pico de 3.034 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Gran Diente;;pico;África;Montañas Ruwenzori;República Democrática del Congo, Uganda;;Monte Stanley;4.603 m;quatre mil;;;Cumbre secundaria del monte Stanley.;Cumbre,monte,Stanley;
Gran Pico De Eriste;;pico;Europa;Pirineos;España;;;3.053 m;tres mil;;;Pico de 3.053 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Gran Pico Del Seil Dera Baquo;;pico;Europa;Pirineos;España;;;3.110 m;tres mil;;;Pico de 3.110 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Gran Quayrat;;pico;Europa;Pirineos;España;;;3.060 m;tres mil;;;Pico de 3.060 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Gran Tapou;;pico;Europa;Pirineos;España;;;3.150 m;tres mil;;;Pico de 3.150 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Grande;;cerro;América del Norte;Altiplano mexicano;México;;San Luis Potosí;3.180 m;tres mil;;;Montaña más alta del estado de San Luis Potosí (México).;Montaña;
Grande Fache;;pico;Europa;Pirineos;España;;;3.005 m;tres mil;;;Pico de 3.005 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Guallatiri;Punata;volcán;América del Sur;Andes;Bolivia, Chile;;Región de Arica y Parinacota;6.063 m;sis mil;;;El Guallatiri es un estratovolcán en actividad y uno de los más activos del altiplano chileno. A unos 25 kilómetros al sur del lago Chungará, al oeste de los limítrofes cerros de Quimsachata, destaca por su gran tamaño y su llamativa fumarola en la cumbre. En la misma zona se encuantran los conocidos nevados Payachatas, el volcán Parinacota y el Pomerape.;estratovolcán,altiplano,lago,cerros,fumarola,cumbre,zona,nevados,nevados,volcán,Parinacota,Pomerape;
Guilarte;;monte;América Central;Cordillera Central;Puerto Rico;;Adjunta (Guilarte);1.204 m;mil;;;Cumbre de la Cordillera Central puertorriqueña, situada en el municipio de Adjunta (Guilarte).;Cumbre,Cordillera,Central;
Guna Terara;;pico;África;Tierras altas de Etiopía;Etiopía;;;4.120 m;quatre mil;;;Pico de 4.120 m de altura sobre el nivel del mar, situado en las Tierras altas de Etiopía.;Pico,altura,Tierras;
Gunnbjørn;;monte;América del Norte;Cordillera Watkins;Groenlandia;;;3.694 m;tres mil;;;También llamado Gunnbjornsfjeld (en danés), es la montaña más alta de Groenlandia. Se encuentra en la cordillera Watkins, en la costa este de la isla, junto a otras cumbres por encima de los 3.500 m sobre el nivel del mar. El monte Gunnbjørn es un nunatak, una elevación montañosa, aguda y rocosa que sobresale de la superficie de un inlandsis o de un glaciar y que no queda cubierto de nieve a causa de los vertientes muy abruptos.;cordillera,cumbres,monte,nunatak,elevación,montañosa,aguda,superficie,inlandsis,glaciar,nieve,vertientes,abruptos;
Gurla Mandhata;;pico;Asia;Himalaya;Tíbet;;;7.694 m;set mil;;;Pico de 7.694 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Gyachung Kang;;pico;Asia;Himalaya;Nepal, Tibet;;;7.952 m;set mil;;;Pico de 7.952 m de altura sobre el nivel del mar situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Gyala Peri;;pico;Asia;Himalaya;Tíbet;;;7.294 m;set mil;;;Pico de 7.294 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Haramosh;;pico;Asia;Karakórum;Pakistán;;Cachemira;7.409 m;set mil;;;Pico de 7.409 m de altura sobre el nivel del mar, situado en la cordillera del Karakórum.;Pico,altura,cordillera,Karakórum;
Haurillon;;aguja;Europa;Pirineos;España;;;3.075 m;tres mil;;;Pico de 3.075 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Heid;;pico;Europa;Pirineos;España;;;3.021 m;tres mil;;;Pico de 3.021 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Herbert;;monte;Oceanía;Cordillera del Surdinam;Papúa y Nueva Guinea;;;4.267 m;quatre mil;5° 43' S;145° 0' E;Montaña de Papúa y Nueva Guinea, de 4.267 m de altura sobre el nivel del mar, al norte del monte Whilhelm.;Montaña,altura,monte;
Himalchuli;;pico;Asia;Himalaya;Nepal;;;7.893 m;set mil;;;Pico de 7.893 m de altura sobre el nivel del mar, situado en la cordillera del Himalaya.;Pico,altura,cordillera,Himalaya;
Hito Este Del Perdiguero;;pico;Europa;Pirineos;España;;;3.170 m;tres mil;;;Pico de 3.170 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Hito Oeste Del Perdiguero;;pico;Europa;Pirineos;España;;;3.176 m;tres mil;;;Pico de 3.176 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Hualca Hualca;;pico;América del Sur;Andes;Perú;;Andes peruanos;6.025 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Hualcan;;cerro;América del Sur;Andes;Perú;;Andes peruanos;6.122 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Huandoy;;cerro;América del Sur;Andes;Perú;;Andes peruanos;6.360 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Huantsan;;cerro;América del Sur;Andes;Perú;;Andes peruanos;6.369 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Huascarán;;nevado;América del Sur;Andes;Perú;;Andes peruanos;6.746 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Huayna Picchu;;cerro;América del Sur;Andes;Perú;;;2.774 m;dos mil;;;Cerro que forma parte de las estribaciones orientales del macico de Salcantay, a unos 130 km al noroeste de Cuzco (Perú). En su ladera, alberga importantes restos arqueológicos relacionados con el complejo inca Machu Picchu. Su ascensión puede presentar algunas dificultades en las proximidades de la cumbre, donde es necesario salvar varios pasos de dificultad III que hacen recomendable el uso de cuerda y seguros.;Cerro,Salcantay,ladera,Machu Picchu,ascensión,dificultades,cumbre,pasos,cuerda,seguros;
Huayna Potosí;;cerro;América del Sur;Andes;Bolivia;;Andes bolivianos;6.088 m;sis mil;;;Montaña de la cordillera de los Andes.;Montaña,cordillera,Andes;
Huehue;;cerro;América del Norte;Cordillera Neovolcánica;México;;;3.900 m;tres mil;;;Montaña situada en la cordillera Neovolcánica (México).;Montaña,cordillera;
Huilote;;cerro;América del Norte;Corredor ecológico Ajusco-Chichinautzin;México;;México;3.510 m;tres mil;;;Montaña situada dentro del parque nacional Lagunas de Zempoala, en México. ;Lagunas,Zempoala;
Humboldt;;pico;América del Sur;Andes;Venezuela;;;4.942 m;quatre mil;8° 33' N;70° 59' O;Pico de 4942 m de altura sobre el nivel del mar, en los Andes venezolanos. Es la segunda mayor altura de Venezuela, después del pico Bolívar, y alberga el glaciar más grande del país. Es de fácil acceso y, junto con el pico Bonpland, conforma lo que se conoce como «La Corona». Algunas de las rutas más conocidas son la ruta de la laguna El Suero, la ruta noroeste o «La Cascada» y la ruta noreste o directa.;Pico,altura,Andes,segunda,glaciar,fácil,Bonpland,rutas,laguna,Cascada;
Ilamatzin;;cerro;América del Norte;Cordillera Neovolcánica;México;;Puebla;4.060 m;quatre mil;;;Montaña del estado de Puebla (México), en la cordillera Neovolcánica. Constituye la parte más antigua de la Iztaccíhuatl, por lo que es una cumbre muy erosionada. Tiene varias rutas de ascenso, todas muy sencillas y que rara vez requieren de equipo especializado. ;cordillera,Iztaccíhuatl,cumbre,rutas,ascenso,equipo;
Illimani;;nevado;América del Sur;Andes;Bolivia;;;6.438 m;sis mil;;;Montaña de la cordillera de los Andes, que con sus 6.438 m de altura sobre el nivel del mar es el punto más alto de Bolivia y de la Cordillera Real o Cordillera de La Paz. Está situado en la cordillera Real al sudeste de la ciudad de Quito y separado de la cordillera Tres Cruces por la depresión del río La Paz. Su silueta es visible desde la ciudad de La Paz. El contraste entre la gran depresión en donde se ubica la ciudad de La Paz y el extenso y blanco Illimani es sorprendente. Resulta difícil de imaginar La Paz sin el Illimani cubriendo el horizonte al sureste. Illimani significa en aimará águila dorada. Conforma un un enorme macizo de más de 8 km de longitud, con cuatro cumbres que sobrepasan los 6.000 m de altura y que discurren de noroeste a sureste. El Illimani está compuesto principalmente por rocas plutónicas (granodiorita y monzonita) con una edad de entre 208 y 23 millones de años.;Andes,altura,alto,Cordillera Real,Cordillera de La Paz,Tres Cruces,depresión,río,horizonte,macizo,longitud,cumbres,rocas;
Inferior De La Paúl;;pico;Europa;Pirineos;España;;;3.073 m;tres mil;;;Pico de 3.073 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Inferior De Lézat;;aguja;Europa;Pirineos;España;;;3.023 m;tres mil;;;Pico de 3.023 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
Inferior Del Clot De La Hount;;aguja;Europa;Pirineos;España;;;3.043 m;tres mil;;;Pico de 3.043 m de altura sobre el nivel del mar, situado en la cordillera de los Pirineos.;Pico,altura,cordillera,Pirineos;
